"ID","HWSD2_SMU_ID","WISE30s_SMU_ID","HWSD1_SMU_ID","COVERAGE","SHARE","WRB4","WRB_PHASES","WRB2","WRB2_CODE","FAO90","KOPPEN","TEXTURE_USDA","REF_BULK_DENSITY","BULK_DENSITY","DRAINAGE","ROOT_DEPTH","AWC","PHASE1","PHASE2","ROOTS","IL","ADD_PROP"
646402,34253,WD20034253,34253,6,71,FLca,FLca,FL,10,FLc,B,9,1.7100000,1.4900000,MW,1,172,0,0,,,0
646416,34254,WD20034254,34254,6,62,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
646430,34255,WD20034255,34255,6,83,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
646444,34256,WD20034256,34256,6,70,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
646458,34257,WD20034257,34257,6,90,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
646472,34258,WD20034258,34258,6,51,FLca,FLca,FL,10,FLc,B,9,1.7100000,1.4900000,MW,1,172,0,0,,,0
646486,34259,WD20034259,34259,6,90,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
646500,34260,WD20034260,34260,6,83,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
646514,34261,WD20034261,34261,6,66,FLca,FLca,FL,10,FLc,B,9,1.7100000,1.4900000,MW,1,172,0,0,,,0
646528,34262,WD20034262,34262,6,86,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
646542,34263,WD20034263,34263,6,90,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
646556,34264,WD20034264,34264,6,71,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
646570,34265,WD20034265,34265,6,55,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
646584,34266,WD20034266,34266,6,90,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
646598,34267,WD20034267,34267,6,90,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
646612,34268,WD20034268,34268,6,86,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
646626,34269,WD20034269,34269,6,77,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
646640,34270,WD20034270,34270,6,90,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
646654,34271,WD20034271,34271,6,90,RGca,RGkkca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,1,0,,,0
646668,34273,WD20034273,34273,6,78,ARca,ARca,AR,4,ARc,B,12,1.3400000,1.6200000,SE,1,72,0,0,,,0
646682,34274,WD20034274,34274,6,100,FLca,FLskca,FL,10,FLc,B,9,1.7100000,1.4900000,MW,1,172,3,0,,,0
646689,34275,WD20034275,34275,6,55,FLca,FLskca,FL,10,FLc,B,9,1.7100000,1.4900000,MW,1,172,3,0,,,0
646703,34276,WD20034276,34276,6,100,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
646710,34277,WD20034277,34277,6,100,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
646717,34278,WD20034278,34278,6,61,CMca,CMca,CM,8,CMc,B,9,1.7100000,1.4600000,MW,1,173,0,0,,,0
646731,34279,WD20034279,34279,6,100,ARca,ARca,AR,4,ARc,B,12,1.3400000,1.6200000,SE,1,72,0,0,,,0
646738,34283,WD20034283,34283,6,100,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
646745,34284,WD20034284,34284,6,100,ARca,ARca,AR,4,ARc,B,12,1.3400000,1.6200000,SE,1,72,0,0,,,0
646752,34285,WD20034285,34285,6,100,ARca,ARca,AR,4,ARc,B,12,1.3400000,1.6200000,SE,1,72,0,0,,,0
646759,34286,WD20034286,34286,6,84,FLca,FLca,FL,10,FLc,B,9,1.7100000,1.4900000,MW,1,172,0,0,,,0
646773,34289,WD20034289,34289,6,75,SCcc,SCcc,SC,28,SCk,B,9,1.8100000,1.4200000,MW,1,80,0,0,,,0
646787,34290,WD20034290,34290,6,79,FLca,FLca,FL,10,FLc,B,9,1.7100000,1.4900000,MW,1,172,0,0,,,0
646801,34291,WD20034291,34291,6,64,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
646815,34292,WD20034292,34292,6,100,ARca,ARca,AR,4,ARc,B,12,1.3400000,1.6200000,SE,1,72,0,0,,,0
646822,34293,WD20034293,34293,6,60,ARca,ARca,AR,4,ARc,B,12,1.3400000,1.6200000,SE,1,72,0,0,,,0
646836,34294,WD20034294,34294,6,90,FLca,FLskca,FL,10,FLc,B,9,1.7100000,1.4900000,MW,1,172,3,0,,,0
646850,34295,WD20034295,34295,6,74,RGca,RGskca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,3,0,,,0
646864,34296,WD20034296,34296,6,100,RGca,RGskca,RG,26,ARc,B,12,1.3400000,1.6200000,SE,1,72,3,0,,,0
646871,34297,WD20034297,34297,6,74,SCcc,SCccsk,SC,28,SCk,B,9,1.8100000,1.4200000,MW,1,80,3,0,,,0
646885,34298,WD20034298,34298,6,90,CLha,CLha,CL,7,CLh,B,9,1.6800000,1.4500000,MW,1,150,0,0,,,0
646899,34299,WD20034299,34299,6,90,CLha,CLha,CL,7,CLh,B,9,1.6800000,1.4500000,MW,1,150,0,0,,,0
646913,34300,WD20034300,34300,6,86,FLca,FLskca,FL,10,FLc,B,9,1.7100000,1.4900000,MW,1,172,3,0,,,0
646927,34301,WD20034301,34301,6,90,CLha,CLsk,CL,7,CLh,B,9,1.6800000,1.4500000,MW,1,150,3,0,,,0
646941,34302,WD20034302,34302,6,90,RGca,RGskca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,3,0,,,0
646955,34303,WD20034303,34303,6,81,SCcc,SCccsk,SC,28,SCk,B,9,1.8100000,1.4200000,MW,1,80,3,0,,,0
646969,34304,WD20034304,34304,6,90,CLha,CLha,CL,7,CLh,B,9,1.6800000,1.4500000,MW,1,150,0,0,,,0
646983,34305,WD20034305,34305,6,90,CLha,CLha,CL,7,CLh,B,9,1.6800000,1.4500000,MW,1,150,0,0,,,0
646997,34306,WD20034306,34306,6,90,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647011,34307,WD20034307,34307,6,90,CLha,CLha,CL,7,CLh,B,9,1.6800000,1.4500000,MW,1,150,0,0,,,0
647025,34308,WD20034308,34308,6,80,CMca,CMca,CM,8,CMc,B,9,1.7100000,1.4600000,MW,1,173,0,0,,,0
647039,34309,WD20034309,34309,6,76,CMca,CMca,CM,8,CMc,B,9,1.7100000,1.4600000,MW,1,173,0,0,,,0
647053,34310,WD20034310,34310,6,75,CMca,CMca,CM,8,CMc,B,9,1.7100000,1.4600000,MW,1,173,0,0,,,0
647067,34312,WD20034312,34312,6,100,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647074,34313,WD20034313,34313,6,100,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647081,34314,WD20034314,34314,6,54,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647095,34317,WD20034317,34317,6,100,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647102,34318,WD20034318,34318,6,74,RGca,RGkkca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,1,0,,,0
647116,34320,WD20034320,34320,6,53,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647130,34321,WD20034321,34321,6,80,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647144,34322,WD20034322,34322,6,66,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647158,34323,WD20034323,34323,6,63,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647172,34324,WD20034324,34324,6,76,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647186,34325,WD20034325,34325,6,67,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647200,34326,WD20034326,34326,6,51,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647214,34327,WD20034327,34327,6,56,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647228,34328,WD20034328,34328,6,74,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647242,34329,WD20034329,34329,6,62,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647256,34330,WD20034330,34330,6,58,FLca,FLskca,FL,10,FLc,B,9,1.7100000,1.4900000,MW,1,172,3,0,,,0
647270,34331,WD20034331,34331,6,52,CMca,CMskca,CM,8,CMc,B,9,1.7100000,1.4600000,MW,1,173,3,0,,,0
647284,34332,WD20034332,34332,6,74,RGca,RGskca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,3,0,,,0
647298,34333,WD20034333,34333,6,56,CMca,CMskca,CM,8,CMc,B,9,1.7100000,1.4600000,MW,1,173,3,0,,,0
647312,34334,WD20034334,34334,6,62,FLca,FLca,FL,10,FLc,B,9,1.7100000,1.4900000,MW,1,172,0,0,,,0
647326,34335,WD20034335,34335,6,59,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647340,34336,WD20034336,34336,6,83,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647354,34337,WD20034337,34337,6,56,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647368,34338,WD20034338,34338,6,66,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647382,34339,WD20034339,34339,6,68,RGca,RGkkca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,1,0,,,0
647396,34340,WD20034340,34340,6,100,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647403,34341,WD20034341,34341,6,100,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647410,34342,WD20034342,34342,6,54,LPli,LPli,LP,18,LPq,B,11,1.5600000,1.3700000,I,4,10,0,0,,,0
647424,34343,WD20034343,34343,6,100,LPnt,LPnt,LP,18,RK,B,,,-3.0000000,,4,0,0,0,,,0
647431,34344,WD20034344,34344,6,78,LPrz,LPrz,LP,18,LPk,B,9,1.7800000,1.2900000,I,3,27,0,0,,,0
647445,34346,WD20034346,34346,6,57,LPli,LPli,LP,18,LPq,B,11,1.5600000,1.3700000,I,4,10,0,0,,,0
647459,34347,WD20034347,34347,6,100,LPnt,LPnt,LP,18,RK,B,,,-3.0000000,,4,0,0,0,,,0
647466,34348,WD20034348,34348,6,88,CLha,CLha,CL,7,CLh,B,9,1.6800000,1.4500000,MW,1,150,0,0,,,0
647480,34349,WD20034349,34349,6,100,ARca,ARca,AR,4,ARc,B,12,1.3400000,1.6200000,SE,1,72,0,0,,,0
647487,34350,WD20034350,34350,6,67,CLha,CLha,CL,7,CLh,B,9,1.6800000,1.4500000,MW,1,150,0,0,,,0
647501,34353,WD20034353,34353,6,51,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647515,34354,WD20034354,34354,6,90,CMca,CMca,CM,8,CMc,B,9,1.7100000,1.4600000,MW,1,173,0,0,,,0
647529,34355,WD20034355,34355,6,54,CMca,CMca,CM,8,CMc,B,9,1.7100000,1.4600000,MW,1,173,0,0,,,0
647543,34356,WD20034356,34356,6,70,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647557,34357,WD20034357,34357,6,65,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647571,34358,WD20034358,34358,6,76,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647585,34359,WD20034359,34359,6,90,CMca,CMca,CM,8,CMc,B,9,1.7100000,1.4600000,MW,1,173,0,0,,,0
647599,34360,WD20034360,34360,6,60,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647613,34361,WD20034361,34361,6,67,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647627,34363,WD20034363,34363,6,90,CMca,CMca,CM,8,CMc,B,9,1.7100000,1.4600000,MW,1,173,0,0,,,0
647641,34364,WD20034364,34364,6,66,CMca,CMca,CM,8,CMc,B,9,1.7100000,1.4600000,MW,1,173,0,0,,,0
647655,34365,WD20034365,34365,6,50,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647669,34367,WD20034367,34367,6,100,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647676,34368,WD20034368,34368,6,100,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647683,34369,WD20034369,34369,6,68,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647697,34371,WD20034371,34371,6,100,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647704,34372,WD20034372,34372,6,100,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647711,34373,WD20034373,34373,6,62,RGca,RGlpca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,3,33,2,0,,,0
647725,34374,WD20034374,34374,6,100,LPnt,LPnt,LP,18,RK,B,,,-3.0000000,,4,0,0,0,,,0
647732,34375,WD20034375,34375,6,72,LPli,LPli,LP,18,LPq,B,11,1.5600000,1.3700000,I,4,10,0,0,,,0
647746,34376,WD20034376,34376,6,100,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647753,34377,WD20034377,34377,6,100,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647760,34378,WD20034378,34378,6,64,LPli,LPli,LP,18,LPq,B,11,1.5600000,1.3700000,I,4,10,0,0,,,0
647774,34379,WD20034379,34379,6,100,LPnt,LPnt,LP,18,RK,B,,,-3.0000000,,4,0,0,0,,,0
647781,34380,WD20034380,34380,6,89,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647795,34381,WD20034381,34381,6,90,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647809,34382,WD20034382,34382,6,90,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647823,34383,WD20034383,34383,6,55,FLca,FLca,FL,10,FLc,B,9,1.7100000,1.4900000,MW,1,172,0,0,,,0
647837,34384,WD20034384,34384,6,90,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647851,34385,WD20034385,34385,6,90,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647865,34386,WD20034386,34386,6,90,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647879,34387,WD20034387,34387,6,66,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647893,34388,WD20034388,34388,6,90,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647907,34389,WD20034389,34389,6,90,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647921,34390,WD20034390,34390,6,90,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647935,34391,WD20034391,34391,6,90,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647949,34392,WD20034392,34392,6,90,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
647963,34393,WD20034393,34393,6,90,RGca,RGkkca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,1,0,,,0
647977,34394,WD20034394,34394,6,90,RGca,RGkkca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,1,0,,,0
647991,34395,WD20034395,34395,6,70,LPli,LPli,LP,18,LPq,B,11,1.5600000,1.3700000,I,4,10,0,0,,,0
648005,34396,WD20034396,34396,6,100,LPnt,LPnt,LP,18,RK,B,,,-3.0000000,,4,0,0,0,,,0
648012,34397,WD20034397,34397,6,100,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
648019,34398,WD20034398,34398,6,100,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
648026,34399,WD20034399,34399,6,76,RGca,RGlpca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,3,33,2,0,,,0
648040,34400,WD20034400,34400,6,100,LPnt,LPnt,LP,18,RK,B,,,-3.0000000,,4,0,0,0,,,0
648047,34401,WD20034401,34401,6,100,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
648054,34402,WD20034402,34402,6,100,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
648061,34403,WD20034403,34403,6,70,RGca,RGkkca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,1,0,,,0
648075,34404,WD20034404,34404,6,100,LPnt,LPnt,LP,18,RK,B,,,-3.0000000,,4,0,0,0,,,0
648082,34406,WD20034406,34406,6,52,LPli,LPli,LP,18,LPq,B,11,1.5600000,1.3700000,I,4,10,0,0,,,0
648096,34407,WD20034407,34407,6,100,LPnt,LPnt,LP,18,RK,B,,,-3.0000000,,4,0,0,0,,,0
648103,34408,WD20034408,34408,6,100,CMca,CMca,CM,8,CMc,B,9,1.7100000,1.4600000,MW,1,173,0,0,,,0
648110,34409,WD20034409,34409,6,100,CMca,CMca,CM,8,CMc,B,9,1.7100000,1.4600000,MW,1,173,0,0,,,0
648117,34410,WD20034410,34410,6,80,LPli,LPli,LP,18,LPq,B,11,1.5600000,1.3700000,I,4,10,0,0,,,0
648131,34411,WD20034411,34411,6,88,LPnt,LPnt,LP,18,RK,B,,,-3.0000000,,4,0,0,0,,,0
648145,34412,WD20034412,34412,6,100,CMca,CMca,CM,8,CMc,B,9,1.7100000,1.4600000,MW,1,173,0,0,,,0
648152,34413,WD20034413,34413,6,100,CMca,CMca,CM,8,CMc,B,9,1.7100000,1.4600000,MW,1,173,0,0,,,0
648159,34414,WD20034414,34414,6,79,LPli,LPli,LP,18,LPq,B,11,1.5600000,1.3700000,I,4,10,0,0,,,0
648173,34415,WD20034415,34415,6,86,LPnt,LPnt,LP,18,RK,B,,,-3.0000000,,4,0,0,0,,,0
648187,34416,WD20034416,34416,6,100,CMca,CMca,CM,8,CMc,B,9,1.7100000,1.4600000,MW,1,173,0,0,,,0
648194,34417,WD20034417,34417,6,90,LPli,LPli,LP,18,LPq,B,11,1.5600000,1.3700000,I,4,10,0,0,,,0
648208,34418,WD20034418,34418,6,82,LPnt,LPnt,LP,18,RK,B,,,-3.0000000,,4,0,0,0,,,0
648222,34419,WD20034419,34419,6,70,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
648236,34420,WD20034420,34420,6,87,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
648250,34421,WD20034421,34421,6,90,ARca,ARca,AR,4,ARc,B,12,1.3400000,1.6200000,SE,1,72,0,0,,,0
648264,34422,WD20034422,34422,6,90,ARca,ARca,AR,4,ARc,B,12,1.3400000,1.6200000,SE,1,72,0,0,,,0
648278,34423,WD20034423,34423,6,90,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
648292,34424,WD20034424,34424,6,86,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
648306,34425,WD20034425,34425,6,90,RGca,RGkkca,RG,26,ARc,B,12,1.3400000,1.6200000,SE,1,72,1,0,,,0
648320,34426,WD20034426,34426,6,90,RGca,RGkkca,RG,26,ARc,B,12,1.3400000,1.6200000,SE,1,72,1,0,,,0
648334,34427,WD20034427,34427,6,83,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
648348,34428,WD20034428,34428,6,90,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
648362,34429,WD20034429,34429,6,61,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
648376,34430,WD20034430,34430,6,65,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
648390,34431,WD20034431,34431,6,86,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
648404,34433,WD20034433,34433,6,90,RGca,RGkkca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,1,0,,,0
648418,34434,WD20034434,34434,6,90,RGca,RGkkca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,1,0,,,0
648432,34435,WD20034435,34435,6,90,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
648446,34436,WD20034436,34436,6,89,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
648460,34437,WD20034437,34437,6,90,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
648474,34438,WD20034438,34438,6,90,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
648488,34439,WD20034439,34439,6,89,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
648502,34440,WD20034440,34440,6,88,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
648516,34441,WD20034441,34441,6,90,RGca,RGkkca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,1,0,,,0
648530,34442,WD20034442,34442,6,90,RGca,RGkkca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,1,0,,,0
648544,34443,WD20034443,34443,6,100,CMca,CMca,CM,8,CMc,B,9,1.7100000,1.4600000,MW,1,173,0,0,,,0
648551,34445,WD20034445,34445,6,90,LPli,LPli,LP,18,LPq,B,11,1.5600000,1.3700000,I,4,10,0,0,,,0
648565,34446,WD20034446,34446,6,90,LPnt,LPnt,LP,18,RK,B,,,-3.0000000,,4,0,0,0,,,0
648579,34447,WD20034447,34447,6,100,CMca,CMca,CM,8,CMc,B,9,1.7100000,1.4600000,MW,1,173,0,0,,,0
648586,34448,WD20034448,34448,6,100,CMca,CMca,CM,8,CMc,B,9,1.7100000,1.4600000,MW,1,173,0,0,,,0
648593,34449,WD20034449,34449,6,90,LPli,LPli,LP,18,LPq,B,11,1.5600000,1.3700000,I,4,10,0,0,,,0
648607,34450,WD20034450,34450,6,90,LPnt,LPnt,LP,18,RK,B,,,-3.0000000,,4,0,0,0,,,0
648621,34453,WD20034453,34453,6,90,RGca,RGkkca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,1,0,,,0
648635,34454,WD20034454,34454,6,90,RGca,RGkkca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,1,0,,,0
648649,34456,WD20034456,34456,6,90,LPli,LPli,LP,18,LPq,B,11,1.5600000,1.3700000,I,4,10,0,0,,,0
648663,34458,WD20034458,34458,6,83,LPli,LPli,LP,18,LPq,B,11,1.5600000,1.3700000,I,4,10,0,0,,,0
648677,34459,WD20034459,34459,6,89,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
648691,34461,WD20034461,34461,6,71,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
648705,34462,WD20034462,34462,6,71,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
648719,34463,WD20034463,34463,6,90,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
648733,34464,WD20034464,34464,6,90,RGca,RGca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,0,0,,,0
648747,34465,WD20034465,34465,6,90,RGca,RGkkca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,1,0,,,0
648761,34466,WD20034466,34466,6,90,RGca,RGkkca,RG,26,RGc,B,11,1.6200000,1.4200000,MW,1,149,1,0,,,0
648775,34467,WD20034467,34467,6,100,CMca,CMca,CM,8,CMc,B,9,1.7100000,1.4600000,MW,1,173,0,0,,,0
648782,34468,WD20034468,34468,6,88,LPli,LPli,LP,18,LPq,B,11,1.5600000,1.3700000,I,4,10,0,0,,,0
648796,34469,WD20034469,34469,6,90,LPnt,LPnt,LP,18,RK,B,,,-3.0000000,,4,0,0,0,,,0
648810,34470,WD20034470,34470,6,100,CMca,CMca,CM,8,CMc,B,9,1.7100000,1.4600000,MW,1,173,0,0,,,0
648817,34472,WD20034472,34472,6,89,LPli,LPli,LP,18,LPq,B,11,1.5600000,1.3700000,I,4,10,0,0,,,0
648831,34473,WD20034473,34473,6,90,LPnt,LPnt,LP,18,RK,B,,,-3.0000000,,4,0,0,0,,,0
648845,34474,WD20034474,34474,6,100,CMca,CMca,CM,8,CMc,B,9,1.7100000,1.4600000,MW,1,173,0,0,,,0
648852,34475,WD20034475,34475,6,89,LPli,LPli,LP,18,LPq,B,11,1.5600000,1.3700000,I,4,10,0,0,,,0
648866,34477,WD20034477,34477,6,86,LPli,LPli,LP,18,LPq,B,11,1.5600000,1.3700000,I,4,10,0,0,,,0
648880,34478,WD20034478,34478,6,100,CMca,CMca,CM,8,CMc,B,9,1.7100000,1.4600000,MW,1,173,0,0,,,0
648887,34479,WD20034479,34479,6,81,LPli,LPli,LP,18,LPq,B,11,1.5600000,1.3700000,I,4,10,0,0,,,0
648901,34480,WD20034480,34480,6,77,CMca,CMkkca,CM,8,CMc,B,9,1.7100000,1.4600000,MW,1,173,1,0,,,0
648915,34481,WD20034481,34481,6,100,CMca,CMca,CM,8,CMc,B,9,1.7100000,1.4600000,MW,1,173,0,0,,,0
648922,34482,WD20034482,34482,6,100,CMca,CMca,CM,8,CMc,B,9,1.7100000,1.4600000,MW,1,173,0,0,,,0
648929,34483,WD20034483,34483,6,59,CMca,CMca,CM,8,CMc,B,9,1.7100000,1.4600000,MW,1,173,0,0,,,0
648943,34484,WD20034484,34484,6,68,CMca,CMca,CM,8,CMc,B,9,1.7100000,1.4600000,MW,1,173,0,0,,,0
