"ID","HWSD2_SMU_ID","WISE30s_SMU_ID","HWSD1_SMU_ID","COVERAGE","SHARE","WRB4","WRB_PHASES","WRB2","WRB2_CODE","FAO90","KOPPEN","TEXTURE_USDA","REF_BULK_DENSITY","BULK_DENSITY","DRAINAGE","ROOT_DEPTH","AWC","PHASE1","PHASE2","ROOTS","IL","ADD_PROP"
669,12707,WD10012707,12707,3,40,ALfr,ALfr,AL,2,ALf,A,11,1.6300000,1.3500000,MW,1,168,,,,,0
695,11825,WD30011825,11825,2,100,ALfr,ALfr,AL,2,ALf,C,7,1.7600000,1.4400000,MW,1,152,,,,,0
696,11823,WD30011823,11823,2,100,ALfr,ALfr,AL,2,ALf,C,7,1.7600000,1.4400000,MW,1,152,,,,,0
697,13458,WD30013458,13458,3,100,ALfr,ALfr,AL,2,ALf,C,7,1.7600000,1.4400000,MW,1,152,,,,,0
698,11824,WD30011824,11824,2,100,ALfr,ALfr,AL,2,ALf,C,7,1.7600000,1.4400000,MW,1,152,,,,,0
713,17690,WD10017690,17690,3,100,PTha,PTha,PT,24,ACp,A,10,1.7400000,1.4000000,P,1,119,,,,,0
715,12680,WD10012680,12680,3,80,PTha,PTha,PT,24,ACp,A,10,1.7400000,1.4000000,P,1,119,,,,,0
718,12726,WD10012726,12726,3,45,PTha,PTha,PT,24,ACp,A,10,1.7400000,1.4000000,P,1,119,,,,,0
719,31602,WD10031602,31602,3,100,PTha,PTha,PT,24,ACp,A,10,1.7400000,1.4000000,P,1,119,,,,,0
720,12712,WD10012712,12712,3,50,PTha,PTha,PT,24,ACp,A,10,1.7400000,1.4000000,P,1,119,,,,,0
723,27689,WD10027689,27689,3,60,PTha,PTha,PT,24,ACp,A,10,1.7400000,1.4000000,P,1,119,,,,,0
733,12858,WD10012858,12858,3,60,PTha,PTkk,PT,24,ACp,A,10,1.7400000,1.4000000,P,1,119,1,0,,,0
736,12661,WD10012661,12661,3,60,PTha,PTkk,PT,24,ACp,A,10,1.7400000,1.4000000,P,1,119,1,0,,,0
737,18786,WD10018786,18786,3,60,PTha,PTha,PT,24,ACp,A,10,1.7400000,1.4000000,P,1,119,,,,,0
738,12783,WD10012783,12783,3,75,PTha,PTha,PT,24,ACp,A,10,1.7400000,1.4000000,P,1,119,,,,,0
743,12723,WD10012723,12723,3,60,PTha,PTha,PT,24,ACp,A,10,1.7400000,1.4000000,P,1,119,,,,,0
747,27649,WD10027649,27649,3,55,PTha,PTha,PT,24,ACp,A,10,1.7400000,1.4000000,P,1,119,,,,,0
748,16050,WD10016050,16050,3,55,PTha,PTha,PT,24,ACp,A,10,1.7400000,1.4000000,P,1,119,,,,,0
750,12649,WD10012649,12649,3,40,PTha,PTha,PT,24,ACp,A,10,1.7400000,1.4000000,P,1,119,,,,,0
751,12560,WD10012560,12560,3,60,PTha,PTha,PT,24,ACp,A,10,1.7400000,1.4000000,P,1,119,,,,,0
753,27652,WD10027652,27652,3,70,PTha,PTha,PT,24,ACp,A,10,1.7400000,1.4000000,P,1,119,,,,,0
756,6336,WD30006336,6336,4,50,ACgl,ACfggl,AC,1,ACg,C,11,1.6300000,1.5300000,P,1,161,8,,,,0
757,4601,WD30004601,4601,4,40,ACgl,ACgl,AC,1,ACg,C,11,1.6300000,1.5300000,P,1,161,,,,,0
758,4602,WD30004602,4602,4,60,ACgl,ACgl,AC,1,ACg,C,11,1.6300000,1.5300000,P,1,161,,,,,0
759,4600,WD30004600,4600,4,60,ACgl,ACgl,AC,1,ACg,C,11,1.6300000,1.5300000,P,1,161,,,,,0
762,6337,WD30006337,6337,4,70,ACgl,ACfggl,AC,1,ACg,C,11,1.6300000,1.5300000,P,1,161,8,,,,0
773,6338,WD30006338,6338,4,40,ACgl,ACfggl,AC,1,ACg,C,11,1.6300000,1.5300000,P,1,161,8,,,,0
778,9723,WD30009723,9723,1,45,ACgl,ACglkk,AC,1,ACg,C,11,1.6300000,1.5300000,P,3,32,25,,1,4,0
779,5848,WD30005848,5848,4,40,ACgl,ACgl,AC,1,ACg,C,11,1.6300000,1.5300000,P,1,161,,,,,0
782,5850,WD30005850,5850,4,30,ACgl,ACgl,AC,1,ACg,C,11,1.6300000,1.5300000,P,1,161,,,,,0
973,1055,WD10001055,1055,4,50,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
974,1056,WD10001056,1056,4,90,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
975,18435,WD10018435,18435,3,60,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
977,31345,WD10031345,31345,3,50,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
978,1061,WD10001061,1061,4,60,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
980,1052,WD10001052,1052,4,70,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
983,1057,WD10001057,1057,4,60,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
984,1054,WD10001054,1054,4,60,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
989,1059,WD10001059,1059,4,60,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
990,1060,WD10001060,1060,4,60,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
992,1053,WD10001053,1053,4,70,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
993,1058,WD10001058,1058,4,50,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
995,12797,WD10012797,12797,3,60,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
998,27052,WD10027052,27052,3,55,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
999,17473,WD10017473,17473,3,100,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1001,4467,WD10004467,4467,4,70,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1002,12710,WD10012710,12710,3,50,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1004,27046,WD10027046,27046,3,45,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1005,17405,WD10017405,17405,3,35,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1006,1062,WD10001062,1062,4,30,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1008,1047,WD10001047,1047,4,60,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1009,17461,WD10017461,17461,3,80,ACha,ACkk,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,1,0,,,0
1012,17449,WD10017449,17449,3,60,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1013,12708,WD10012708,12708,3,40,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1014,27041,WD10027041,27041,3,50,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1016,17415,WD10017415,17415,3,40,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1019,17438,WD10017438,17438,3,60,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1022,17426,WD10017426,17426,3,100,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1026,1050,WD10001050,1050,4,60,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1027,1049,WD10001049,1049,4,60,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1029,12693,WD10012693,12693,3,45,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1031,31618,WD10031618,31618,3,55,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1033,1048,WD10001048,1048,4,60,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1037,27055,WD10027055,27055,3,40,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1038,1045,WD10001045,1045,4,100,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1039,12705,WD10012705,12705,3,40,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1043,12819,WD10012819,12819,3,40,ACha,ACkk,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,1,0,,,0
1044,12702,WD10012702,12702,3,55,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1051,1051,WD10001051,1051,4,60,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1052,1046,WD10001046,1046,4,100,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1057,16234,WD10016234,16234,3,40,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1058,12658,WD10012658,12658,3,40,ACha,ACkk,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,1,0,,,0
1063,13390,WD10013390,13390,3,80,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1064,4284,WD10004284,4284,4,70,ACha,ACle,AC,1,ACh,A,10,1.7700000,1.3700000,MW,3,33,2,,,,0
1069,4460,WD10004460,4460,4,50,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1072,16134,WD10016134,16134,3,85,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1073,16231,WD10016231,16231,3,70,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1078,27702,WD10027702,27702,3,60,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1079,27701,WD10027701,27701,3,70,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1084,4461,WD10004461,4461,4,40,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1088,4267,WD10004267,4267,4,40,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1090,27694,WD10027694,27694,3,60,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1092,4282,WD10004282,4282,4,40,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1094,27700,WD10027700,27700,3,70,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1096,16062,WD10016062,16062,3,45,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1097,16061,WD10016061,16061,3,60,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1098,16057,WD10016057,16057,3,70,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1099,12634,WD10012634,12634,3,50,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1102,16044,WD10016044,16044,3,65,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1103,27608,WD10027608,27608,3,100,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1104,12523,WD10012523,12523,3,60,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1110,12615,WD10012615,12615,3,50,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1115,27663,WD10027663,27663,3,60,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1117,27402,WD10027402,27402,3,70,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1121,12554,WD10012554,12554,3,100,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1122,16111,WD10016111,16111,3,80,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1124,16086,WD10016086,16086,3,100,ACha,AClekk,AC,1,ACh,A,10,1.7700000,1.3700000,MW,3,33,1,2,,,0
1125,12593,WD10012593,12593,3,50,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1126,16080,WD10016080,16080,3,60,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1127,12592,WD10012592,12592,3,40,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1128,27675,WD10027675,27675,3,55,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1129,12643,WD10012643,12643,3,80,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1132,12639,WD10012639,12639,3,65,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1134,27670,WD10027670,27670,3,70,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1136,27682,WD10027682,27682,3,65,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1143,12678,WD10012678,12678,3,60,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1146,17034,WD10017034,17034,3,80,ACha,ACle,AC,1,ACh,A,10,1.7700000,1.3700000,MW,3,33,2,0,,,0
1148,4465,WD10004465,4465,4,40,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1188,12727,WD10012727,12727,3,70,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1190,31752,WD10031752,31752,3,55,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1193,1063,WD10001063,1063,4,30,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1194,4466,WD10004466,4466,4,80,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1196,1064,WD10001064,1064,4,50,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1197,1066,WD10001066,1066,4,70,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1198,1067,WD10001067,1067,4,70,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1199,12687,WD10012687,12687,3,50,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1201,31315,WD10031315,31315,3,42,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1202,31411,WD10031411,31411,3,50,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1203,12685,WD10012685,12685,3,45,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1207,17079,WD10017079,17079,3,50,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1212,27395,WD10027395,27395,3,65,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1214,4463,WD10004463,4463,4,50,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1217,4462,WD10004462,4462,4,60,ACha,ACle,AC,1,ACh,A,10,1.7700000,1.3700000,MW,3,33,2,,,,0
1219,27391,WD10027391,27391,3,70,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1220,27392,WD10027392,27392,3,80,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1222,27394,WD10027394,27394,3,80,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1224,27396,WD10027396,27396,3,70,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1225,27397,WD10027397,27397,3,60,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1226,27398,WD10027398,27398,3,85,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1227,27399,WD10027399,27399,3,70,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1230,27400,WD10027400,27400,3,100,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1231,27401,WD10027401,27401,3,85,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1232,27393,WD10027393,27393,3,75,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1234,12839,WD10012839,12839,3,40,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1235,17007,WD10017007,17007,3,40,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1239,17004,WD10017004,17004,3,55,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1250,4464,WD10004464,4464,4,40,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,3
1255,18411,WD10018411,18411,3,75,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1256,12764,WD10012764,12764,3,60,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1261,12740,WD10012740,12740,3,70,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1265,18760,WD10018760,18760,3,100,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1266,31370,WD10031370,31370,3,100,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1276,31383,WD10031383,31383,3,51,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1278,31376,WD10031376,31376,3,70,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1288,18415,WD10018415,18415,3,35,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1289,5861,WD10005861,5861,4,70,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,3
1290,12743,WD10012743,12743,3,70,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1291,17686,WD10017686,17686,3,100,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1293,18807,WD10018807,18807,3,40,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1294,5860,WD10005860,5860,4,30,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1296,5859,WD10005859,5859,4,30,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1297,18784,WD10018784,18784,3,60,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1298,12742,WD10012742,12742,3,70,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1299,31527,WD10031527,31527,3,72,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1300,18818,WD10018818,18818,3,40,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1302,31529,WD10031529,31529,3,50,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1303,18829,WD10018829,18829,3,40,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1305,18776,WD10018776,18776,3,40,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1306,12775,WD10012775,12775,3,45,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1307,18766,WD10018766,18766,3,60,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1308,18767,WD10018767,18767,3,70,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1311,31410,WD10031410,31410,3,80,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1314,18765,WD10018765,18765,3,80,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1317,31521,WD10031521,31521,3,55,ACha,ACkk,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,1,0,,,0
1321,18774,WD10018774,18774,3,40,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1322,3643,WD10003643,3643,4,40,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1326,31429,WD10031429,31429,3,70,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1327,31397,WD10031397,31397,3,100,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1333,31396,WD10031396,31396,3,100,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1337,31497,WD10031497,31497,3,100,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1338,3642,WD10003642,3642,4,100,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1339,437,WD10000437,437,4,70,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1343,31449,WD10031449,31449,3,70,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1344,12758,WD10012758,12758,3,70,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1345,18310,WD10018310,18310,3,35,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1346,12760,WD10012760,12760,3,50,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1350,436,WD10000436,436,4,70,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1351,31398,WD10031398,31398,3,100,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1352,31477,WD10031477,31477,3,100,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1356,12754,WD10012754,12754,3,40,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1358,18160,WD10018160,18160,3,46,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1361,3653,WD10003653,3653,4,70,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1363,3652,WD10003652,3652,4,60,ACha,ACkk,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,1,,,,0
1364,31388,WD10031388,31388,3,100,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1365,31487,WD10031487,31487,3,80,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1367,31386,WD10031386,31386,3,45,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1368,31493,WD10031493,31493,3,65,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1369,12753,WD10012753,12753,3,50,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1370,18704,WD10018704,18704,3,100,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1374,3645,WD10003645,3645,4,30,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1378,26550,WD10026550,26550,3,60,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1380,31488,WD10031488,31488,3,85,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1382,31384,WD10031384,31384,3,51,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1383,31391,WD10031391,31391,3,100,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1386,18215,WD10018215,18215,3,100,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1389,18259,WD10018259,18259,3,45,ACha,ACle,AC,1,ACh,A,10,1.7700000,1.3700000,MW,3,33,2,0,,,0
1390,17560,WD10017560,17560,3,100,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1391,19058,WD10019058,19058,3,60,ACha,ACle,AC,1,ACh,A,10,1.7700000,1.3700000,MW,3,33,2,0,,,0
1392,5858,WD10005858,5858,4,30,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1393,31352,WD10031352,31352,3,40,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1395,12729,WD10012729,12729,3,60,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1398,17655,WD10017655,17655,3,50,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1401,31541,WD10031541,31541,3,43,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1403,31536,WD10031536,31536,3,100,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1408,17593,WD10017593,17593,3,100,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1410,17571,WD10017571,17571,3,100,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1415,31414,WD10031414,31414,3,100,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1417,31415,WD10031415,31415,3,100,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
1419,12728,WD10012728,12728,3,35,ACha,ACha,AC,1,ACh,A,10,1.7700000,1.3700000,MW,1,137,,,,,0
3907,31709,WD20031709,31709,3,100,ACha,ACha,AC,1,ACh,B,11,1.5400000,1.4600000,MW,1,127,,,,,0
3909,31693,WD20031693,31693,3,60,ACha,ACha,AC,1,ACh,B,11,1.5400000,1.4600000,MW,1,127,,,,,0
3911,31749,WD20031749,31749,3,100,ACha,ACha,AC,1,ACh,B,11,1.5400000,1.4600000,MW,1,127,,,,,0
